what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"fr_FR",1443010770175
processors,sysinfo,,,"4",1443010770175
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1443010770175
java.runtime.version,sysinfo,,,"1.8.0_40-b26",1443010770175
java.specification.name,sysinfo,,,"Java Platform API Specification",1443010770175
java.specification.vendor,sysinfo,,,"Oracle Corporation",1443010770175
java.specification.version,sysinfo,,,"1.8",1443010770175
java.vendor,sysinfo,,,"Oracle Corporation",1443010770175
java.version,sysinfo,,,"1.8.0_40",1443010770175
java.vm.info,sysinfo,,,"mixed mode",1443010770175
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1443010770175
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1443010770175
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1443010770175
java.vm.specification.version,sysinfo,,,"1.8",1443010770175
java.vm.vendor,sysinfo,,,"Oracle Corporation",1443010770175
java.vm.version,sysinfo,,,"25.40-b25",1443010770175
error,log,,,"The project description file (.project) for 'SIT213' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1443010770948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010770994
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1443010771198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010773413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010781913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010781960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010784960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010806369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1443010806385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010807875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010808663
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1443010808757
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1443010809015
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1443010809026
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1443010809246
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen.ecore",1443010809261
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen",1443010809261
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1443010809261
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1443010809261
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1443010809261
stopped,bundle,com.soyatec.eemf,3.7.1.20110624,"com.soyatec.eemf",1443010809261
stopped,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1443010809277
stopped,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1443010809277
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1443010809286
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1443010809288
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1443010809292
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1443010809293
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1443010809295
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1443010809298
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1443010809300
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1443010809301
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1443010809301
stopped,bundle,org.eclipse.emf.compare.ui,1.2.2.v20120214-0915,"org.eclipse.emf.compare.ui",1443010809303
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1443010809306
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1443010809307
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1443010809311
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1443010809314
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1443010809316
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1443010809320
stopped,bundle,com.soyatec.diagrams,3.7.1.20110624,"com.soyatec.diagrams",1443010809322
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1443010809340
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1443010809340
stopped,bundle,org.eclipse.emf.cdo.ui.ide,4.0.0.v20110607-1031,"org.eclipse.emf.cdo.ui.ide",1443010809340
stopped,bundle,org.eclipse.emf.ecoretools,1.0.0.v20110608-1236,"org.eclipse.emf.ecoretools",1443010809356
stopped,bundle,org.eclipse.emf.ecoretools.diagram,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.diagram",1443010809356
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1443010809356
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1443010809356
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1443010809371
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1443010809371
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1443010809371
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1443010809371
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1443010809371
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1443010809387
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1443010809387
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1443010809387
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1443010809387
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1443010809387
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1443010809387
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1443010809387
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1443010809387
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1443010809387
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1443010809402
stopped,bundle,org.soyatec.tools.modeling,3.7.1.20110624,"org.soyatec.tools.modeling",1443010809402
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1443010809402
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.5.0.v20101221-2230,"org.eclipse.gmf.runtime.common.ui.action.ide",1443010809402
